CELL_ID,PC_1,PC_2,PC_3,UMAP_1,UMAP_2,UMAP_3,CLUSTER,STAGE_LR,STAGE_HR,STRAIN,DAY,HOST
X33946_5_191_sorted.BAM,NA,NA,NA,-0.593238739,6.81884759,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_195_sorted.BAM,NA,NA,NA,-3.977418569,7.970498018,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_196_sorted.BAM,NA,NA,NA,-1.07755175,7.858163767,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_197_sorted.BAM,NA,NA,NA,-6.991201547,12.5019893,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_200_sorted.BAM,NA,NA,NA,-2.559836534,5.612224512,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_203_sorted.BAM,NA,NA,NA,-10.20097843,8.04744237,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_204_sorted.BAM,NA,NA,NA,-1.947673944,10.42633336,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_208_sorted.BAM,NA,NA,NA,-6.463113931,7.948966913,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_209_sorted.BAM,NA,NA,NA,-5.576068548,4.019174986,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_212_sorted.BAM,NA,NA,NA,-13.15758148,9.853065424,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_216_sorted.BAM,NA,NA,NA,-3.299186853,5.139453345,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_217_sorted.BAM,NA,NA,NA,-8.089597849,11.75372022,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_218_sorted.BAM,NA,NA,NA,-1.893848804,3.619916373,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_221_sorted.BAM,NA,NA,NA,-3.968042997,7.518643313,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_224_sorted.BAM,NA,NA,NA,-7.056267885,7.072579317,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_225_sorted.BAM,NA,NA,NA,-5.341781763,8.312638216,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_226_sorted.BAM,NA,NA,NA,-12.05278316,7.223172121,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_229_sorted.BAM,NA,NA,NA,-8.426281122,9.864655428,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_232_sorted.BAM,NA,NA,NA,-4.84233394,5.307259493,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_233_sorted.BAM,NA,NA,NA,-2.846974519,4.789410048,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_234_sorted.BAM,NA,NA,NA,-2.014326004,6.543373995,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_237_sorted.BAM,NA,NA,NA,-1.096747783,7.454668932,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_240_sorted.BAM,NA,NA,NA,-4.926516679,10.53516858,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_241_sorted.BAM,NA,NA,NA,-9.112990526,5.744681292,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_244_sorted.BAM,NA,NA,NA,-4.851865438,6.248372011,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_245_sorted.BAM,NA,NA,NA,-8.007508424,10.81556504,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_247_sorted.BAM,NA,NA,NA,-4.778603223,9.451220446,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_250_sorted.BAM,NA,NA,NA,-4.711529401,3.486051016,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_252_sorted.BAM,NA,NA,NA,-10.78837505,8.122216158,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_253_sorted.BAM,NA,NA,NA,-14.28933254,3.140544825,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_255_sorted.BAM,NA,NA,NA,-7.895939973,8.960417681,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_258_sorted.BAM,NA,NA,NA,-1.551693824,6.671179705,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_260_sorted.BAM,NA,NA,NA,-4.246514467,5.040151053,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_261_sorted.BAM,NA,NA,NA,-1.84118357,5.320942335,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_263_sorted.BAM,NA,NA,NA,-12.21699252,10.57064145,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_266_sorted.BAM,NA,NA,NA,-2.211450246,9.57014554,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_268_sorted.BAM,NA,NA,NA,-8.049613145,6.498678141,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_270_sorted.BAM,NA,NA,NA,-13.97736469,10.18048947,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_272_sorted.BAM,NA,NA,NA,-6.530963091,9.430816584,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_273_sorted.BAM,NA,NA,NA,-6.294043211,8.286673479,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_276_sorted.BAM,NA,NA,NA,-2.922466901,9.84054368,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_279_sorted.BAM,NA,NA,NA,-7.099543718,11.00336926,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_280_sorted.BAM,NA,NA,NA,-8.849321512,6.564898424,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_281_sorted.BAM,NA,NA,NA,-6.239265588,12.58052438,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_284_sorted.BAM,NA,NA,NA,-5.839179662,5.333315783,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_287_sorted.BAM,NA,NA,NA,-1.366336969,9.460643702,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_288_sorted.BAM,NA,NA,NA,-5.754654077,8.051941805,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_289_sorted.BAM,NA,NA,NA,-3.933755544,7.347628527,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_292_sorted.BAM,NA,NA,NA,-4.486906198,11.12805074,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_295_sorted.BAM,NA,NA,NA,-4.915369657,10.65358155,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_296_sorted.BAM,NA,NA,NA,-8.555449632,7.944811754,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_297_sorted.BAM,NA,NA,NA,-1.489653495,5.607664042,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_300_sorted.BAM,NA,NA,NA,-0.938978819,8.515828066,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_301_sorted.BAM,NA,NA,NA,-3.106230405,10.5870704,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_304_sorted.BAM,NA,NA,NA,-4.28330293,5.594342165,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_305_sorted.BAM,NA,NA,NA,-1.869352726,6.975380831,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_308_sorted.BAM,NA,NA,NA,-4.499639658,10.86982339,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_309_sorted.BAM,NA,NA,NA,-6.25592914,8.945633822,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_310_sorted.BAM,NA,NA,NA,-6.998304514,9.921453409,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_313_sorted.BAM,NA,NA,NA,-7.766059068,10.83444779,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_316_sorted.BAM,NA,NA,NA,-5.598611978,12.98477357,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_317_sorted.BAM,NA,NA,NA,-2.16242638,5.880477839,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_318_sorted.BAM,NA,NA,NA,-11.47577396,11.08592885,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_321_sorted.BAM,NA,NA,NA,-6.882755426,10.40995114,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_324_sorted.BAM,NA,NA,NA,-5.433453706,9.980256014,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_325_sorted.BAM,NA,NA,NA,-13.1161119,11.85374444,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_326_sorted.BAM,NA,NA,NA,-5.772302297,6.507896357,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_330_sorted.BAM,NA,NA,NA,-7.330981401,6.279344492,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_332_sorted.BAM,NA,NA,NA,-7.820724634,4.602220469,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_334_sorted.BAM,NA,NA,NA,-12.74575439,5.691842966,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_336_sorted.BAM,NA,NA,NA,-4.305486826,7.675159388,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_337_sorted.BAM,NA,NA,NA,-4.594712881,6.642896586,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_339_sorted.BAM,NA,NA,NA,-4.034371046,9.098487787,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_344_sorted.BAM,NA,NA,NA,-15.12039867,11.88585752,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_345_sorted.BAM,NA,NA,NA,-5.584183839,8.548020296,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_347_sorted.BAM,NA,NA,NA,-1.826110271,7.630958491,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_350_sorted.BAM,NA,NA,NA,-4.850162653,7.875731402,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_352_sorted.BAM,NA,NA,NA,-4.601934103,8.056099825,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_353_sorted.BAM,NA,NA,NA,-8.017995981,10.06733792,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_355_sorted.BAM,NA,NA,NA,-4.350394872,4.799327784,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_359_sorted.BAM,NA,NA,NA,-2.129421381,6.961077624,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_360_sorted.BAM,NA,NA,NA,-11.54281631,8.582709246,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_361_sorted.BAM,NA,NA,NA,-6.357506898,7.032474451,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_364_sorted.BAM,NA,NA,NA,-3.320118097,10.64112752,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_367_sorted.BAM,NA,NA,NA,-6.204500822,5.474846773,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_368_sorted.BAM,NA,NA,NA,-12.4847776,11.00138562,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_371_sorted.BAM,NA,NA,NA,-7.589208749,7.52378171,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_372_sorted.BAM,NA,NA,NA,-12.99016586,11.10875028,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_373_sorted.BAM,NA,NA,NA,-5.970898298,5.725149088,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_376_sorted.BAM,NA,NA,NA,-14.14169994,10.01291936,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_379_sorted.BAM,NA,NA,NA,-2.984602598,7.411751681,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_380_sorted.BAM,NA,NA,NA,-1.636735824,4.05732625,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_5_sorted.BAM,NA,NA,NA,-15.62119022,10.74687951,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_7_sorted.BAM,NA,NA,NA,-3.759747652,1.533271246,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_8_sorted.BAM,NA,NA,NA,-7.494393495,-9.698890753,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_9_sorted.BAM,NA,NA,NA,2.975566241,-10.02458198,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_11_sorted.BAM,NA,NA,NA,-6.40825477,6.415641718,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_12_sorted.BAM,NA,NA,NA,-1.678991464,-6.358779497,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_13_sorted.BAM,NA,NA,NA,-6.503791956,-5.810328073,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_15_sorted.BAM,NA,NA,NA,-2.982853559,1.597511225,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_16_sorted.BAM,NA,NA,NA,-15.08006587,11.08049291,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_17_sorted.BAM,NA,NA,NA,-9.946891931,-1.989319778,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_18_sorted.BAM,NA,NA,NA,-10.95382514,0.084679775,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_19_sorted.BAM,NA,NA,NA,-8.885356096,12.55739301,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_20_sorted.BAM,NA,NA,NA,-8.269236711,-3.216758973,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_21_sorted.BAM,NA,NA,NA,-6.997085718,-5.476422138,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_22_sorted.BAM,NA,NA,NA,-5.376132158,10.15821355,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_23_sorted.BAM,NA,NA,NA,-3.312899736,-1.745809204,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_24_sorted.BAM,NA,NA,NA,-1.190555004,-5.654023237,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_26_sorted.BAM,NA,NA,NA,-9.802342561,-5.198342628,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_27_sorted.BAM,NA,NA,NA,-1.380901722,3.866946631,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_29_sorted.BAM,NA,NA,NA,2.20439473,-8.331479616,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_30_sorted.BAM,NA,NA,NA,-11.35736194,-5.662771053,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_31_sorted.BAM,NA,NA,NA,-7.996552614,7.844498568,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_32_sorted.BAM,NA,NA,NA,-9.501092104,0.474558764,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_33_sorted.BAM,NA,NA,NA,-11.88910117,-0.671218462,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_34_sorted.BAM,NA,NA,NA,-11.4530088,-5.1921838,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_36_sorted.BAM,NA,NA,NA,-12.56907573,2.515348845,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_37_sorted.BAM,NA,NA,NA,-14.38672462,-2.931391663,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_40_sorted.BAM,NA,NA,NA,-7.984121469,1.42343276,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_41_sorted.BAM,NA,NA,NA,-4.924158243,-4.937368698,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_44_sorted.BAM,NA,NA,NA,-11.63613429,1.998952799,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_45_sorted.BAM,NA,NA,NA,-10.70996681,-5.166307754,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_46_sorted.BAM,NA,NA,NA,-9.333517221,-2.719115622,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_48_sorted.BAM,NA,NA,NA,-12.64544692,5.9325208,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_49_sorted.BAM,NA,NA,NA,-9.278878358,0.641242199,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_51_sorted.BAM,NA,NA,NA,-1.973261026,11.04577153,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_52_sorted.BAM,NA,NA,NA,-8.124016908,4.987836771,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_53_sorted.BAM,NA,NA,NA,-4.342161802,10.23615926,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_54_sorted.BAM,NA,NA,NA,-14.19758048,-2.140669412,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_56_sorted.BAM,NA,NA,NA,-5.897145895,-6.713783331,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_57_sorted.BAM,NA,NA,NA,-5.688572076,11.66792291,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_58_sorted.BAM,NA,NA,NA,-6.13934007,-4.098815269,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_59_sorted.BAM,NA,NA,NA,-8.670294908,-6.261390037,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_60_sorted.BAM,NA,NA,NA,-0.026237396,-13.28972442,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_61_sorted.BAM,NA,NA,NA,-7.790374902,12.15037816,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_62_sorted.BAM,NA,NA,NA,-6.761799959,1.670193129,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_63_sorted.BAM,NA,NA,NA,-6.597242979,-7.046870298,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_64_sorted.BAM,NA,NA,NA,-7.995724825,-4.007473893,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_66_sorted.BAM,NA,NA,NA,-6.101450113,7.401711397,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_67_sorted.BAM,NA,NA,NA,-8.705118326,-8.45758254,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_68_sorted.BAM,NA,NA,NA,-7.801108507,-3.92207057,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_70_sorted.BAM,NA,NA,NA,-13.72634807,3.296558314,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_71_sorted.BAM,NA,NA,NA,-9.610389856,6.09148305,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_72_sorted.BAM,NA,NA,NA,-7.832404283,-6.857873506,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_74_sorted.BAM,NA,NA,NA,-11.91194167,9.877544337,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_75_sorted.BAM,NA,NA,NA,-12.93134227,3.600689345,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_76_sorted.BAM,NA,NA,NA,-11.95309463,-4.809305734,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_78_sorted.BAM,NA,NA,NA,-3.427835134,-0.705014891,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_79_sorted.BAM,NA,NA,NA,-11.26904502,-7.23154933,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_80_sorted.BAM,NA,NA,NA,-6.470752386,-4.771992988,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_81_sorted.BAM,NA,NA,NA,-12.12447849,-4.971193142,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_82_sorted.BAM,NA,NA,NA,-5.754214433,1.199207955,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_83_sorted.BAM,NA,NA,NA,-13.73042789,8.496227198,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_84_sorted.BAM,NA,NA,NA,-10.41172805,-2.524082452,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_85_sorted.BAM,NA,NA,NA,-9.526466516,-7.825100488,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_86_sorted.BAM,NA,NA,NA,-3.828927187,9.971781664,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_87_sorted.BAM,NA,NA,NA,-5.466274885,2.58108037,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_88_sorted.BAM,NA,NA,NA,-8.612371591,-7.595066614,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_89_sorted.BAM,NA,NA,NA,-15.08177867,1.926580363,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_90_sorted.BAM,NA,NA,NA,-2.496029285,10.05040448,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_91_sorted.BAM,NA,NA,NA,-3.141084341,2.554729395,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_92_sorted.BAM,NA,NA,NA,-6.995114473,-5.233980007,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_93_sorted.BAM,NA,NA,NA,2.029410216,-12.66094405,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_94_sorted.BAM,NA,NA,NA,-3.056130556,5.437584334,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_95_sorted.BAM,NA,NA,NA,-10.59639659,-0.41605217,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_96_sorted.BAM,NA,NA,NA,-6.911624101,6.400676661,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_97_sorted.BAM,NA,NA,NA,-0.237583307,-7.924651689,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_99_sorted.BAM,NA,NA,NA,-6.550171522,0.311277323,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_100_sorted.BAM,NA,NA,NA,-9.643456606,-7.828904695,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_101_sorted.BAM,NA,NA,NA,-7.987477449,-1.870007343,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_103_sorted.BAM,NA,NA,NA,-10.05822673,5.21160739,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_104_sorted.BAM,NA,NA,NA,-8.538945345,-4.343689151,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_105_sorted.BAM,NA,NA,NA,-8.072248605,-1.199512429,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_107_sorted.BAM,NA,NA,NA,-7.005635408,1.815761976,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_108_sorted.BAM,NA,NA,NA,-9.981194643,-4.82493288,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_109_sorted.BAM,NA,NA,NA,-10.05796924,-4.479167528,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_110_sorted.BAM,NA,NA,NA,-5.028589872,-2.8892451,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_112_sorted.BAM,NA,NA,NA,-9.633700517,2.153578215,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_113_sorted.BAM,NA,NA,NA,-10.17989936,-3.947402901,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_114_sorted.BAM,NA,NA,NA,-5.781487611,-3.849485464,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_115_sorted.BAM,NA,NA,NA,-8.905447153,8.639120035,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_116_sorted.BAM,NA,NA,NA,-6.497656969,2.799910479,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_117_sorted.BAM,NA,NA,NA,-7.554061082,-4.367525406,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_118_sorted.BAM,NA,NA,NA,-12.88286701,1.957666807,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_119_sorted.BAM,NA,NA,NA,-4.375965742,11.95225232,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_120_sorted.BAM,NA,NA,NA,-7.483478693,3.604244166,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_121_sorted.BAM,NA,NA,NA,-7.265734819,-3.077660746,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_122_sorted.BAM,NA,NA,NA,-9.903000978,-3.464478917,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_123_sorted.BAM,NA,NA,NA,-2.843454507,7.890033655,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_124_sorted.BAM,NA,NA,NA,-9.107563165,3.247837,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_125_sorted.BAM,NA,NA,NA,-0.669273523,-10.74857528,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_126_sorted.BAM,NA,NA,NA,1.747385475,-11.14654166,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_127_sorted.BAM,NA,NA,NA,-5.502194074,12.57838815,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
