CELL_ID,PC_1,PC_2,PC_3,UMAP_1,UMAP_2,UMAP_3,CLUSTER,STAGE_LR,STAGE_HR,STRAIN,DAY,HOST
X32706_8_210_sorted.bam,NA,NA,NA,2.305174562,-14.93645961,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_211_sorted.bam,NA,NA,NA,-10.99259963,-2.375312317,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_213_sorted.bam,NA,NA,NA,-1.943552402,-17.38337523,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_214_sorted.bam,NA,NA,NA,-3.894604353,0.006965332,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_215_sorted.bam,NA,NA,NA,7.246661517,-14.19620902,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_216_sorted.bam,NA,NA,NA,-6.169968275,-1.77610702,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_217_sorted.bam,NA,NA,NA,-7.151499895,0.778656416,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_218_sorted.bam,NA,NA,NA,-0.754180101,-4.265905566,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_219_sorted.bam,NA,NA,NA,-13.74694362,1.929439478,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_221_sorted.bam,NA,NA,NA,-14.10771194,1.100430422,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_222_sorted.bam,NA,NA,NA,-9.181697038,-1.528409846,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_223_sorted.bam,NA,NA,NA,-6.813960222,-0.250183887,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_224_sorted.bam,NA,NA,NA,-1.300915626,-17.47827346,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_225_sorted.bam,NA,NA,NA,-3.583050874,0.651179486,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_226_sorted.bam,NA,NA,NA,2.502583834,-12.1026612,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_227_sorted.bam,NA,NA,NA,-5.209358362,-2.051246203,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_228_sorted.bam,NA,NA,NA,3.300723168,-13.04305942,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_229_sorted.bam,NA,NA,NA,-8.712731508,6.660602503,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_231_sorted.bam,NA,NA,NA,-9.999979166,0.731193953,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_232_sorted.bam,NA,NA,NA,6.41172156,-16.2684489,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_233_sorted.bam,NA,NA,NA,-11.50546375,2.398681097,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_234_sorted.bam,NA,NA,NA,-12.88207927,7.200202875,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_235_sorted.bam,NA,NA,NA,8.303577753,-12.27166373,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_236_sorted.bam,NA,NA,NA,5.622032496,-17.87782485,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_237_sorted.bam,NA,NA,NA,-14.38696685,8.378288203,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_238_sorted.bam,NA,NA,NA,-11.61005416,-3.350043602,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_239_sorted.bam,NA,NA,NA,1.707773688,-12.31696135,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_240_sorted.bam,NA,NA,NA,1.419135871,-16.43610007,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_242_sorted.bam,NA,NA,NA,-10.5013248,4.732182436,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_243_sorted.bam,NA,NA,NA,-9.7967464,4.864303522,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_244_sorted.bam,NA,NA,NA,1.412636424,-14.83732421,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_245_sorted.bam,NA,NA,NA,-11.81508079,1.885472708,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_246_sorted.bam,NA,NA,NA,-12.30628124,-1.432568438,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_247_sorted.bam,NA,NA,NA,-1.9166235,-17.18000609,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_248_sorted.bam,NA,NA,NA,8.706049773,-15.79453475,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_249_sorted.bam,NA,NA,NA,-7.186010507,-7.218375273,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_250_sorted.bam,NA,NA,NA,-9.952930597,-2.041393376,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_251_sorted.bam,NA,NA,NA,-11.42000499,0.219599419,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_252_sorted.bam,NA,NA,NA,6.175292345,-17.4054795,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_253_sorted.bam,NA,NA,NA,-14.59026256,10.51137631,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_254_sorted.bam,NA,NA,NA,-9.915603784,6.541969233,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_255_sorted.bam,NA,NA,NA,-15.30797115,11.22216599,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_256_sorted.bam,NA,NA,NA,-15.26327815,9.805361681,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_257_sorted.bam,NA,NA,NA,-14.37948337,0.482377224,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_258_sorted.bam,NA,NA,NA,-9.875192789,0.126237803,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_259_sorted.bam,NA,NA,NA,0.660964581,-16.58057601,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_260_sorted.bam,NA,NA,NA,3.381111952,-16.46178061,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_261_sorted.bam,NA,NA,NA,-1.742159275,-17.12280566,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_262_sorted.bam,NA,NA,NA,-12.67341342,0.983278685,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_263_sorted.bam,NA,NA,NA,0.16899285,-2.840712316,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_264_sorted.bam,NA,NA,NA,7.963453623,-15.23605449,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_265_sorted.bam,NA,NA,NA,1.772317561,-10.58766753,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_266_sorted.bam,NA,NA,NA,-14.75834384,-0.73877079,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_268_sorted.bam,NA,NA,NA,-15.1531612,11.52532666,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_269_sorted.bam,NA,NA,NA,3.667327496,-11.75115401,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_270_sorted.bam,NA,NA,NA,-5.860864309,-0.153270311,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_271_sorted.bam,NA,NA,NA,-3.744890836,-0.007215566,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_272_sorted.bam,NA,NA,NA,2.064406725,-10.4971028,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_273_sorted.bam,NA,NA,NA,0.81815249,-14.43634135,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_274_sorted.bam,NA,NA,NA,-13.06023136,3.127577238,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_275_sorted.bam,NA,NA,NA,-12.43439975,3.278774672,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_276_sorted.bam,NA,NA,NA,7.261727187,-15.23804671,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_277_sorted.bam,NA,NA,NA,7.879498335,-11.27101714,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_278_sorted.bam,NA,NA,NA,-0.591319707,-17.03858478,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_279_sorted.bam,NA,NA,NA,-12.44433704,10.46066087,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_280_sorted.bam,NA,NA,NA,-14.98555103,-2.387595914,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_281_sorted.bam,NA,NA,NA,3.420822474,-9.683925695,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_282_sorted.bam,NA,NA,NA,-14.59400001,-1.238515563,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_283_sorted.bam,NA,NA,NA,-7.132337717,-3.778716869,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_285_sorted.bam,NA,NA,NA,8.574887129,-13.19900043,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_286_sorted.bam,NA,NA,NA,-11.12448802,8.633945399,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_287_sorted.bam,NA,NA,NA,-12.81914726,4.762187414,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_288_sorted.bam,NA,NA,NA,7.46576676,-12.92266852,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_289_sorted.bam,NA,NA,NA,-9.803203729,-1.730020768,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_290_sorted.bam,NA,NA,NA,8.047809454,-16.19283874,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_291_sorted.bam,NA,NA,NA,-7.103864816,2.521446638,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_292_sorted.bam,NA,NA,NA,-0.236473349,-17.1689244,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_293_sorted.bam,NA,NA,NA,-10.96569362,-4.146076507,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_294_sorted.bam,NA,NA,NA,0.788345846,-15.04097373,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_295_sorted.bam,NA,NA,NA,-11.31449142,8.35626977,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_296_sorted.bam,NA,NA,NA,-15.49103847,10.83890908,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_297_sorted.bam,NA,NA,NA,-5.096008924,-1.486319906,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_299_sorted.bam,NA,NA,NA,-12.36903491,1.051602535,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_301_sorted.bam,NA,NA,NA,-10.23851409,-2.430038938,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_302_sorted.bam,NA,NA,NA,2.792176458,-16.64752109,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_303_sorted.bam,NA,NA,NA,-7.202932504,4.542756491,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_304_sorted.bam,NA,NA,NA,0.909343156,-11.43665797,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_305_sorted.bam,NA,NA,NA,0.897575917,-13.75878531,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_306_sorted.bam,NA,NA,NA,-12.54091373,-1.170384593,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_307_sorted.bam,NA,NA,NA,1.77008802,-9.969286985,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_308_sorted.bam,NA,NA,NA,-12.13759055,-1.870726413,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_309_sorted.bam,NA,NA,NA,-9.122006563,10.16618531,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_310_sorted.bam,NA,NA,NA,5.539277407,-17.55689723,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_311_sorted.bam,NA,NA,NA,-6.950956491,2.803090029,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_312_sorted.bam,NA,NA,NA,3.576564642,-14.49073512,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_313_sorted.bam,NA,NA,NA,2.437560889,-16.52006919,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_314_sorted.bam,NA,NA,NA,-10.96353069,-1.532124765,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_315_sorted.bam,NA,NA,NA,-14.38103214,3.792168074,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_316_sorted.bam,NA,NA,NA,3.510409924,-13.66302115,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_317_sorted.bam,NA,NA,NA,-14.12482181,3.058420592,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_318_sorted.bam,NA,NA,NA,-4.655324606,-4.098111934,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_319_sorted.bam,NA,NA,NA,8.263653132,-13.02638347,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_320_sorted.bam,NA,NA,NA,-15.2719585,11.00534528,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_321_sorted.bam,NA,NA,NA,-8.391063837,-5.226291008,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_322_sorted.bam,NA,NA,NA,-10.35860839,-1.198098368,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_323_sorted.bam,NA,NA,NA,0.539787206,-13.18951137,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_324_sorted.bam,NA,NA,NA,1.942753884,-16.00812823,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_325_sorted.bam,NA,NA,NA,-16.25813785,0.301599913,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_326_sorted.bam,NA,NA,NA,-2.757870344,-3.661846347,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_328_sorted.bam,NA,NA,NA,4.179715248,-12.84438998,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_329_sorted.bam,NA,NA,NA,-5.660672334,-5.059670276,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_330_sorted.bam,NA,NA,NA,-5.64498916,2.11469882,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_331_sorted.bam,NA,NA,NA,8.062658163,-13.85530478,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_332_sorted.bam,NA,NA,NA,3.179515454,-14.57969005,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_333_sorted.bam,NA,NA,NA,-3.798931268,-3.293925769,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_334_sorted.bam,NA,NA,NA,-5.466747907,0.110524349,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_335_sorted.bam,NA,NA,NA,-1.358729271,-16.17433269,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_337_sorted.bam,NA,NA,NA,0.082295987,-3.203831918,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_338_sorted.bam,NA,NA,NA,-3.303596166,1.910131388,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_339_sorted.bam,NA,NA,NA,4.219832274,-11.96028335,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_340_sorted.bam,NA,NA,NA,2.811417791,-9.775896616,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_341_sorted.bam,NA,NA,NA,2.067321929,-12.04515273,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_343_sorted.bam,NA,NA,NA,-0.428563264,-2.924727566,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_344_sorted.bam,NA,NA,NA,-7.266019014,0.721780472,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_346_sorted.bam,NA,NA,NA,-4.488685754,-4.877248592,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_348_sorted.bam,NA,NA,NA,8.01285443,-13.2302428,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_351_sorted.bam,NA,NA,NA,-9.897326616,-0.630702204,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_353_sorted.bam,NA,NA,NA,5.900132033,-13.77172191,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_354_sorted.bam,NA,NA,NA,0.056954237,-3.059427686,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_355_sorted.bam,NA,NA,NA,-11.71720996,-2.581600002,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_356_sorted.bam,NA,NA,NA,0.988289627,-15.51821334,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_357_sorted.bam,NA,NA,NA,4.035953375,-14.96040351,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_358_sorted.bam,NA,NA,NA,-3.625408796,-4.698632784,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_359_sorted.bam,NA,NA,NA,-4.577019838,4.03618949,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_360_sorted.bam,NA,NA,NA,6.477056834,-13.92488009,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_362_sorted.bam,NA,NA,NA,-2.368125824,-3.240815527,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_363_sorted.bam,NA,NA,NA,-13.05418029,0.464423828,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_365_sorted.bam,NA,NA,NA,3.424190375,-16.53352077,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_366_sorted.bam,NA,NA,NA,-6.152171281,-0.331425495,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_367_sorted.bam,NA,NA,NA,-3.174943594,-2.698159642,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_368_sorted.bam,NA,NA,NA,0.735712382,-11.72543628,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_369_sorted.bam,NA,NA,NA,2.66891739,-15.99141891,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_370_sorted.bam,NA,NA,NA,-7.010862497,4.073149615,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_371_sorted.bam,NA,NA,NA,2.930976364,-15.35158164,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_372_sorted.bam,NA,NA,NA,-0.115416316,-3.198012717,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_373_sorted.bam,NA,NA,NA,-8.444160608,-0.574970073,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_374_sorted.bam,NA,NA,NA,2.370189997,-10.32641513,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_375_sorted.bam,NA,NA,NA,-6.109853891,-3.758388586,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_376_sorted.bam,NA,NA,NA,7.181650015,-14.93876178,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_377_sorted.bam,NA,NA,NA,6.797639223,-12.96666343,NA,NA,sporozoite,sporozoite (oocyst),NA,NA,mosquito
X32706_8_378_sorted.bam,NA,NA,NA,-8.414612917,3.132786207,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_380_sorted.bam,NA,NA,NA,-10.32645145,1.18586009,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X32706_8_381_sorted.bam,NA,NA,NA,-14.05842891,4.8393225,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X32706_8_383_sorted.bam,NA,NA,NA,-4.505438951,5.54891675,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_6_sorted.BAM,NA,NA,NA,-14.94154468,1.01478427,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_8_sorted.BAM,NA,NA,NA,-12.6473476,2.461422854,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_10_sorted.BAM,NA,NA,NA,-7.550663141,-0.274286814,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_12_sorted.BAM,NA,NA,NA,-13.48188606,-1.028284616,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_16_sorted.BAM,NA,NA,NA,-11.82717529,1.44115346,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_18_sorted.BAM,NA,NA,NA,-15.02863994,1.055239134,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_20_sorted.BAM,NA,NA,NA,-7.682491449,4.077986174,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_22_sorted.BAM,NA,NA,NA,-10.49405113,2.412614756,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_24_sorted.BAM,NA,NA,NA,-7.657825616,1.406327658,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_25_sorted.BAM,NA,NA,NA,-12.38835922,5.56670516,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_31_sorted.BAM,NA,NA,NA,-7.626284746,-4.589079923,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_37_sorted.BAM,NA,NA,NA,-9.004324106,-2.791282393,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_39_sorted.BAM,NA,NA,NA,-3.126196531,-2.431300494,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_41_sorted.BAM,NA,NA,NA,-13.03567043,1.814973765,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_45_sorted.BAM,NA,NA,NA,-12.15895858,8.612710886,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_47_sorted.BAM,NA,NA,NA,-13.03254047,3.605611258,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_49_sorted.BAM,NA,NA,NA,-8.494120744,-5.435011215,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_51_sorted.BAM,NA,NA,NA,-15.28432002,-0.146515198,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_53_sorted.BAM,NA,NA,NA,-11.54601112,0.436149292,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_55_sorted.BAM,NA,NA,NA,-10.81948581,-2.776142604,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_57_sorted.BAM,NA,NA,NA,-11.23589816,-0.9257868,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_59_sorted.BAM,NA,NA,NA,-13.11671367,5.092133932,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_63_sorted.BAM,NA,NA,NA,-5.785507349,0.526995592,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_65_sorted.BAM,NA,NA,NA,-7.426989702,3.914181643,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_67_sorted.BAM,NA,NA,NA,-5.406564859,0.265472346,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_71_sorted.BAM,NA,NA,NA,-7.880593446,-2.906239278,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_77_sorted.BAM,NA,NA,NA,-11.7921392,2.633750372,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_82_sorted.BAM,NA,NA,NA,-8.033517984,1.97239583,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_86_sorted.BAM,NA,NA,NA,-8.27820125,-5.581186599,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_88_sorted.BAM,NA,NA,NA,-5.331024793,4.297721796,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_90_sorted.BAM,NA,NA,NA,-12.23235813,1.495781355,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_94_sorted.BAM,NA,NA,NA,-7.205134538,-3.792193002,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_96_sorted.BAM,NA,NA,NA,-11.29836192,7.979178362,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_98_sorted.BAM,NA,NA,NA,-4.151525644,-1.930868603,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_100_sorted.BAM,NA,NA,NA,-9.711252359,2.183253699,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_104_sorted.BAM,NA,NA,NA,-11.77467647,6.32941144,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_106_sorted.BAM,NA,NA,NA,-12.70657173,-3.642894573,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_108_sorted.BAM,NA,NA,NA,-10.99848857,7.337832384,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_109_sorted.BAM,NA,NA,NA,0.776748749,-10.72808463,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_113_sorted.BAM,NA,NA,NA,-1.500852493,9.941975527,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_115_sorted.BAM,NA,NA,NA,-13.87467304,3.639655524,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
